"LA_code","LA_name","LSOA_code","LSOA_name","house_price"
"E07000166","Richmondshire","E01027742","Richmondshire 005A",268000
"E07000166","Richmondshire","E01027743","Richmondshire 001A",283750
"E07000166","Richmondshire","E01027744","Richmondshire 006A",259875
"E07000166","Richmondshire","E01027745","Richmondshire 003A",222500
"E07000166","Richmondshire","E01027746","Richmondshire 003B",177250
"E07000166","Richmondshire","E01027748","Richmondshire 003D",145000
"E07000166","Richmondshire","E01027747","Richmondshire 003C",180000
"E07000166","Richmondshire","E01027749","Richmondshire 004A",137950
"E07000166","Richmondshire","E01027750","Richmondshire 004B",159950
"E07000166","Richmondshire","E01027751","Richmondshire 001B",255000
"E07000166","Richmondshire","E01027752","Richmondshire 001C",265000
"E07000166","Richmondshire","E01027753","Richmondshire 005B",231575
"E07000166","Richmondshire","E01033183","Richmondshire 004G",NA
"E07000166","Richmondshire","E01027754","Richmondshire 004C",140000
"E07000166","Richmondshire","E01027756","Richmondshire 006B",192500
"E07000166","Richmondshire","E01033186","Richmondshire 006G",210000
"E07000166","Richmondshire","E01033185","Richmondshire 006F",235750
"E07000166","Richmondshire","E01027758","Richmondshire 006D",271300
"E07000166","Richmondshire","E01027759","Richmondshire 001D",275000
"E07000166","Richmondshire","E01027760","Richmondshire 006E",230000
"E07000166","Richmondshire","E01027761","Richmondshire 001E",218000
"E07000166","Richmondshire","E01027762","Richmondshire 001F",289000
"E07000166","Richmondshire","E01027763","Richmondshire 005C",273750
"E07000166","Richmondshire","E01027764","Richmondshire 005D",195000
"E07000166","Richmondshire","E01027766","Richmondshire 002B",187000
"E07000166","Richmondshire","E01027765","Richmondshire 002A",183750
"E07000166","Richmondshire","E01027768","Richmondshire 002D",202500
"E07000166","Richmondshire","E01027767","Richmondshire 002C",185000
"E07000166","Richmondshire","E01027769","Richmondshire 002E",255000
"E07000166","Richmondshire","E01027770","Richmondshire 002F",174000
"E07000166","Richmondshire","E01027772","Richmondshire 004F",124000
"E07000166","Richmondshire","E01027771","Richmondshire 004E",NA
"E07000166","Richmondshire","E01027773","Richmondshire 005E",255562
"E07000166","Richmondshire","E01033184","Richmondshire 004H",103750
